Head            | Head POS   | Relation   | Dependent       | Dependent POS
important       | JJ         | advmod     | generally       | RB        
important       | JJ         | advmod     | more            | RBR       

Head            | Head POS   | Relation   | Dependent       | Dependent POS
---------------------------------------------------------------------------
reduces         | VBZ        | nsubj      | Shelter         | NNP       
reduces         | VBZ        | advmod     | usually         | RB        
reduces         | VBZ        | obj        | need            | NN        
need            | NN         | det        | the             | DT        
need            | NN         | amod       | functional      | JJ        
need            | NN         | nmod       | clothing        | NN        
clothing        | NN         | case       | for             | IN        

Head            | Head POS   | Relation   | Dependent       | Dependent POS
---------------------------------------------------------------------------
removed         | VBN        | obl        | example         | NN        
example         | NN         | case       | For             | IN        
removed         | VBN        | nsubj:pass | coats           | NNS       
coats           | NNS        | conj       | hats            | NNS       
coats           | NNS        | conj       | gloves          | NNS       
coats           | NNS        | conj       | layers          | NNS       
layers          | NNS        | cc         | and             | CC        
layers          | NNS        | amod       | other           | JJ        
layers          | NNS        | amod       | superficial     | JJ        
removed         | VBN        | aux:pass   | are             | VBP       
removed         | VBN        | advmod     | normally        | RB        
removed         | VBN        | advcl      | entering        | VBG       
entering        | VBG        | advmod     | when            | WRB       
entering        | VBG        | obj        | home            | NN        
home            | NN         | det        | a               | DT        
home            | NN         | amod       | warm            | JJ        
entering        | VBG        | advmod     | particularly    | RB        
entering        | VBG        | dep        | residing        | VBG       
residing        | VBG        | mark       | if              | IN        
residing        | VBG        | nsubj      | one             | PRP       
residing        | VBG        | aux        | is              | VBZ       
residing        | VBG        | conj       | sleeping        | VBG       
sleeping        | VBG        | cc         | or              | CC        
residing        | VBG        | advmod     | there           | RB        

Head            | Head POS   | Relation   | Dependent       | Dependent POS
---------------------------------------------------------------------------
has             | VBZ        | advmod     | Similarly       | RB        
has             | VBZ        | nsubj      | clothing        | NN        
has             | VBZ        | obj        | aspects         | NNS       
aspects         | NNS        | amod       | seasonal        | JJ        
seasonal        | JJ         | conj       | regional        | JJ        
regional        | JJ         | cc         | and             | CC        
has             | VBZ        | advcl      | worn            | VBN       
worn            | VBN        | mark       | so              | IN        
so              | IN         | fixed      | that            | IN        
worn            | VBN        | nsubj:pass | materials       | NNS       
materials       | NNS        | amod       | thinner         | JJR       
materials       | NNS        | conj       | layers          | NNS       
layers          | NNS        | cc         | and             | CC        
layers          | NNS        | amod       | fewer           | JJR       
layers          | NNS        | nmod       | clothing        | NN        
clothing        | NN         | case       | of              | IN        
worn            | VBN        | aux:pass   | are             | VBP       
worn            | VBN        | advmod     | generally       | RB        
worn            | VBN        | obl        | seasons         | NNS       
seasons         | NNS        | case       | in              | IN        
seasons         | NNS        | amod       | warmer          | JJR       
seasons         | NNS        | conj       | regions         | NNS       
regions         | NNS        | cc         | and             | CC        
worn            | VBN        | obl        | ones            | NNS       
ones            | NNS        | case       | than            | IN        
ones            | NNS        | case       | in              | IN        
ones            | NNS        | amod       | colder          | JJR       

Head            | Head POS   | Relation   | Dependent       | Dependent POS
---------------------------------------------------------------------------
can             | MD         | nsubj      | Clothing        | NNP       
can             | MD         | conj       | made            | VBN       
made            | VBN        | cc         | and             | CC        
made            | VBN        | aux        | has             | VBZ       
made            | VBN        | obl        | history         | NN        
history         | NN         | case       | in              | IN        
made            | VBN        | aux:pass   | been            | VBN       
made            | VBN        | obl        | variety         | NN        
variety         | NN         | case       | from            | IN        
variety         | NN         | det        | a               | DT        
variety         | NN         | amod       | wide            | JJ        
wide            | JJ         | advmod     | very            | RB        
variety         | NN         | nmod       | materials       | NNS       
materials       | NNS        | case       | of              | IN        

Head            | Head POS   | Relation   | Dependent       | Dependent POS
---------------------------------------------------------------------------
ranged          | VBN        | nsubj      | Materials       | NNS       
ranged          | VBN        | aux        | have            | VBP       
ranged          | VBN        | obl        | leather         | NN        
leather         | NN         | case       | from            | IN        
leather         | NN         | conj       | furs            | NNS       
furs            | NNS        | cc         | and             | CC        
ranged          | VBN        | obl        | materials       | NNS       
materials       | NNS        | case       | to              | IN        
materials       | NNS        | amod       | woven           | VBN       
ranged          | VBN        | obl        | fabrics         | NNS       
fabrics         | NNS        | case       | to              | IN        
fabrics         | NNS        | amod       | elaborate       | JJ        
elaborate       | JJ         | conj       | exotic          | JJ        
exotic          | JJ         | cc         | and             | CC        
fabrics         | NNS        | compound   | natural         | JJ        
natural         | JJ         | conj       | synthetic       | JJ        
synthetic       | JJ         | cc         | and             | CC        

Head            | Head POS   | Relation   | Dependent       | Dependent POS
---------------------------------------------------------------------------
regarded        | VBN        | nsubj:pass | coverings       | NNS       
coverings       | NNS        | advmod     | Not             | RB        
coverings       | NNS        | det        | all             | DT        
coverings       | NNS        | compound   | body            | NN        
regarded        | VBN        | aux:pass   | are             | VBP       
regarded        | VBN        | obl        | clothing        | NN        
clothing        | NN         | case       | as              | IN        

Head            | Head POS   | Relation   | Dependent       | Dependent POS
---------------------------------------------------------------------------
considered      | VBN        | nsubj:pass | Articles        | NNS       
Articles        | NNS        | acl        | carried         | VBN       
carried         | VBN        | dep        | rather          | RB        
rather          | RB         | fixed      | than            | IN        
rather          | RB         | dep        | worn            | VBN       
worn            | VBN        | dep        | purses          | NNS       
purses          | NNS        | case       | such            | JJ        
such            | JJ         | fixed      | as              | IN        
rather          | RB         | conj       | worn            | VBN       
worn            | VBN        | obl        | part            | NN        
part            | NN         | case       | on              | IN        
part            | NN         | det        | a               | DT        
part            | NN         | amod       | single          | JJ        
part            | NN         | nmod       | body            | NN        
body            | NN         | case       | of              | IN        
body            | NN         | det        | the             | DT        
worn            | VBN        | conj       | easily          | RB        
easily          | RB         | cc         | and             | CC        
worn            | VBN        | dep        | removed         | VBN       
removed         | VBN        | dep        | scarves         | NNS       
rather          | RB         | conj       | worn            | JJ        
worn            | JJ         | advmod     | purely          | RB        
worn            | JJ         | obl        | jewelry         | NN        
jewelry         | NN         | case       | for             | IN        
jewelry         | NN         | compound   | adornment       | NN        
rather          | RB         | conj       | those           | DT        
those           | DT         | cc         | or              | CC        
Articles        | NNS        | acl:relcl  | serve           | VBP       
serve           | VBP        | nsubj      | that            | WDT       
serve           | VBP        | obj        | function        | NN        
function        | NN         | det        | a               | DT        
function        | NN         | conj       | protection      | NN        
protection      | NN         | cc         | other           | JJ        
other           | JJ         | dep        | than            | IN        
protection      | NN         | dep        | eyeglasses      | NNS       
considered      | VBN        | aux:pass   | are             | VBP       
considered      | VBN        | advmod     | normally        | RB        
considered      | VBN        | obj        | accessories     | NNS       
accessories     | NNS        | conj       | clothing        | NN        
clothing        | NN         | cc         | rather          | RB        
rather          | RB         | fixed      | than            | IN        
considered      | VBN        | advcl      | footwear        | NN        
footwear        | NN         | mark       | as              | IN        
footwear        | NN         | cop        | are             | VBP       
footwear        | NN         | conj       | hats            | NNS       
hats            | NNS        | cc         | and             | CC        

Head            | Head POS   | Relation   | Dependent       | Dependent POS
---------------------------------------------------------------------------
protects        | VBZ        | nsubj      | Clothing        | NNP       
protects        | VBZ        | obl        | things          | NNS       
things          | NNS        | case       | against         | IN        
things          | NNS        | amod       | many            | JJ        
things          | NNS        | acl:relcl  | injure          | VB        
injure          | VB         | nsubj      | that            | WDT       
injure          | VB         | aux        | might           | MD        
injure          | VB         | obj        | body            | NN        
body            | NN         | det        | the             | DT        
body            | NN         | amod       | uncovered       | JJ        
body            | NN         | amod       | human           | JJ        

Head            | Head POS   | Relation   | Dependent       | Dependent POS
---------------------------------------------------------------------------
protect         | VBP        | nsubj      | Clothes         | NNPS      
protect         | VBP        | obj        | people          | NNS       
protect         | VBP        | obl        | elements        | NNS       
elements        | NNS        | case       | from            | IN        
elements        | NNS        | det        | the             | DT        
elements        | NNS        | nmod       | wind            | NN        
wind            | NN         | case       | including       | VBG       
wind            | NN         | compound   | rain            | NN        
wind            | NN         | dep        | snow            | NN        
wind            | NN         | conj       | weather         | NN        
weather         | NN         | cc         | and             | CC        
weather         | NN         | amod       | other           | JJ        
elements        | NNS        | conj       | sun             | NN        
sun             | NN         | cc         | as              | RB        
as              | RB         | fixed      | well            | RB        
as              | RB         | fixed      | as              | IN        
sun             | NN         | case       | from            | IN        
sun             | NN         | det        | the             | DT        

Head            | Head POS   | Relation   | Dependent       | Dependent POS
---------------------------------------------------------------------------
offers          | VBZ        | advmod     | However         | RB        
offers          | VBZ        | nsubj      | clothing        | NN        
clothing        | NN         | acl:relcl  | sheer           | JJ        
sheer           | JJ         | nsubj      | that            | WDT       
sheer           | JJ         | cop        | is              | VBZ       
sheer           | JJ         | advmod     | too             | RB        
sheer           | JJ         | dep        | thin            | JJ        
sheer           | JJ         | dep        | small           | JJ        
sheer           | JJ         | dep        | tight           | JJ        
offers          | VBZ        | advmod     | etc.            | FW        
offers          | VBZ        | obj        | protection      | NN        
protection      | NN         | amod       | less            | JJR       

Head            | Head POS   | Relation   | Dependent       | Dependent POS
---------------------------------------------------------------------------
reduce          | VB         | nsubj      | Clothes         | NNPS      
reduce          | VB         | advmod     | also            | RB        
reduce          | VB         | obj        | risk            | NN        
reduce          | VB         | obl        | activities      | NNS       
activities      | NNS        | case       | during          | IN        
activities      | NNS        | nmod       | work            | NN        
work            | NN         | case       | such            | JJ        
such            | JJ         | fixed      | as              | IN        
work            | NN         | conj       | sport           | NN        
sport           | NN         | cc         | or              | CC        

Head            | Head POS   | Relation   | Dependent       | Dependent POS
---------------------------------------------------------------------------
protects        | VBZ        | nsubj      | clothing        | NN        
clothing        | NN         | det        | Some            | DT        
protects        | VBZ        | obl        | hazards         | NNS       
hazards         | NNS        | case       | from            | IN        
hazards         | NNS        | amod       | specific        | JJ        
hazards         | NNS        | amod       | environmental   | JJ        
hazards         | NNS        | nmod       | insects         | NNS       
insects         | NNS        | case       | such            | JJ        
such            | JJ         | fixed      | as              | IN        
insects         | NNS        | conj       | chemicals       | NNS       
chemicals       | NNS        | nummod     | noxious         | CD        
insects         | NNS        | conj       | weather         | NN        
insects         | NNS        | conj       | weapons         | NNS       
insects         | NNS        | conj       | contact         | NN        
contact         | NN         | cc         | and             | CC        
protects        | VBZ        | obl        | substances      | NNS       
substances      | NNS        | case       | with            | IN        
substances      | NNS        | amod       | abrasive        | JJ        

Head            | Head POS   | Relation   | Dependent       | Dependent POS
---------------------------------------------------------------------------
protect         | VB         | advmod     | Conversely      | RB        
protect         | VB         | nsubj      | clothing        | NN        
protect         | VB         | aux        | may             | MD        
protect         | VB         | obj        | environment     | NN        
environment     | NN         | det        | the             | DT        
protect         | VB         | advcl      | wearer          | NN        
wearer          | NN         | case       | from            | IN        
wearer          | NN         | det        | the             | DT        
wearer          | NN         | compound   | clothing        | NN        
wearer          | NN         | dep        | as              | RB        
wearer          | NN         | obl        | doctors         | NNS       
doctors         | NNS        | case       | with            | IN        
doctors         | NNS        | acl        | wearing         | VBG       
wearing         | VBG        | obj        | scrubs          | NNS       
scrubs          | NNS        | amod       | medical         | JJ        

Head            | Head POS   | Relation   | Dependent       | Dependent POS
---------------------------------------------------------------------------
shown           | VBN        | nsubj      | Humans          | NNS       
shown           | VBN        | aux        | have            | VBP       
shown           | VBN        | obj        | inventiveness   | NN        
inventiveness   | NN         | amod       | extreme         | JJ        
shown           | VBN        | advcl      | devising        | VBG       
devising        | VBG        | mark       | in              | IN        
devising        | VBG        | obj        | solutions       | NNS       
solutions       | NNS        | compound   | clothing        | NN        
devising        | VBG        | obl        | hazards         | NNS       
hazards         | NNS        | case       | to              | IN        
hazards         | NNS        | amod       | environmental   | JJ        

Head            | Head POS   | Relation   | Dependent       | Dependent POS
---------------------------------------------------------------------------
include         | VBP        | nsubj      | Examples        | NNS       
include         | VBP        | obj        | suits           | NNS       
suits           | NNS        | compound   | space           | NN        
suits           | NNS        | conj       | clothing        | NN        
clothing        | NN         | compound   | air             | NN        
clothing        | NN         | amod       | conditioned     | JJ        
suits           | NNS        | conj       | armor           | NN        
suits           | NNS        | conj       | suits           | NNS       
suits           | NNS        | amod       | diving          | JJ        
suits           | NNS        | conj       | swimsuits       | NNS       
suits           | NNS        | conj       | gear            | NN        
gear            | NN         | compound   | bee             | NN        
gear            | NN         | punct      | -               | HYPH      
gear            | NN         | compound   | keeper          | NN        
suits           | NNS        | conj       | leathers        | NNS       
leathers        | NNS        | compound   | motorcycle      | NN        
suits           | NNS        | conj       | clothing        | NN        
clothing        | NN         | compound   | visibility      | NN        
visibility      | NN         | amod       | high            | JJ        
visibility      | NN         | punct      | -               | HYPH      
suits           | NNS        | conj       | pieces          | NNS       
pieces          | NNS        | cc         | and             | CC        
pieces          | NNS        | amod       | other           | JJ        
pieces          | NNS        | nmod       | clothing        | NN        
clothing        | NN         | case       | of              | IN        
clothing        | NN         | amod       | protective      | JJ        

Head            | Head POS   | Relation   | Dependent       | Dependent POS
---------------------------------------------------------------------------
cut             | VBN        | advmod     | Meanwhile       | RB        
cut             | VBN        | nsubj:pass | distinction     | NN        
distinction     | NN         | det        | the             | DT        
distinction     | NN         | nmod       | clothing        | NN        
clothing        | NN         | case       | between         | IN        
clothing        | NN         | conj       | equipment       | NN        
equipment       | NN         | cc         | and             | CC        
equipment       | NN         | amod       | protective      | JJ        
cut             | VBN        | aux:pass   | is              | VBZ       
cut             | VBN        | advmod     | not             | RB        
cut             | VBN        | advmod     | always          | RB        
cut             | VBN        | dep        | clear           | JJ        
cut             | VBN        | punct      | -               | HYPH      
cut             | VBN        | parataxis  | consider        | VB        
consider        | VB         | advcl      | have            | VBP       
have            | VBP        | mark       | since           | IN        
have            | VBP        | nsubj      | clothes         | NNS       
clothes         | NNS        | acl        | designed        | VBN       
designed        | VBN        | xcomp      | fashionable     | JJ        
fashionable     | JJ         | mark       | to              | TO        
fashionable     | JJ         | cop        | be              | VB        
have            | VBP        | advmod     | often           | RB        
have            | VBP        | obj        | value           | NN        
value           | NN         | amod       | protective      | JJ        
value           | NN         | conj       | clothes         | NNS       
clothes         | NNS        | cc         | and             | CC        
value           | NN         | acl        | designed        | VBN       
designed        | VBN        | obl        | function        | NN        
function        | NN         | case       | for             | IN        
consider        | VB         | advmod     | often           | RB        
consider        | VB         | obj        | fashion         | NN        
consider        | VB         | obl        | design          | NN        
design          | NN         | case       | in              | IN        
design          | NN         | nmod:poss  | their           | PRP$      

Head            | Head POS   | Relation   | Dependent       | Dependent POS
---------------------------------------------------------------------------
has             | VBZ        | nsubj      | clothes         | NNS       
clothes         | NNS        | amod       | Wearing         | JJ        
has             | VBZ        | advmod     | also            | RB        
has             | VBZ        | obj        | implications    | NNS       
implications    | NNS        | amod       | social          | JJ        

Head            | Head POS   | Relation   | Dependent       | Dependent POS
---------------------------------------------------------------------------
cover           | VBP        | nsubj      | They            | PRP       
cover           | VBP        | obj        | parts           | NNS       
parts           | NNS        | nmod       | body            | NN        
body            | NN         | case       | of              | IN        
body            | NN         | det        | the             | DT        
cover           | VBP        | ccomp      | require         | VBP       
require         | VBP        | mark       | that            | IN        
require         | VBP        | nsubj      | norms           | NNS       
norms           | NNS        | amod       | social          | JJ        
require         | VBP        | xcomp      | covered         | VBN       
covered         | VBN        | mark       | to              | TO        
covered         | VBN        | aux:pass   | be              | VB        
covered         | VBN        | conj       | act             | VB        
act             | VB         | obl        | form            | NN        
form            | NN         | case       | as              | IN        
form            | NN         | det        | a               | DT        
form            | NN         | nmod       | adornment       | NN        
adornment       | NN         | case       | of              | IN        
covered         | VBN        | conj       | serve           | VB        
serve           | VB         | cc         | and             | CC        
serve           | VB         | obj        | purposes        | NNS       
purposes        | NNS        | amod       | other           | JJ        
purposes        | NNS        | amod       | social          | JJ        

Head            | Head POS   | Relation   | Dependent       | Dependent POS
---------------------------------------------------------------------------
functions       | NNS        | dep        | dealt           | VBD       
dealt           | VBD        | csubj      | appear          | VBP       
appear          | VBP        | mark       | Although        | IN        
appear          | VBP        | nsubj      | dissertations   | NNS       
dissertations   | NNS        | nmod       | clothing        | NN        
clothing        | NN         | case       | on              | IN        
clothing        | NN         | conj       | function        | NN        
function        | NN         | cc         | and             | CC        
function        | NN         | nmod:poss  | its             | PRP$      
appear          | VBP        | obl        | century         | NN        
century         | NN         | case       | from            | IN        
century         | NN         | det        | the             | DT        
century         | NN         | amod       | 19th            | JJ        
century         | NN         | nmod       | countries       | NNS       
countries       | NNS        | case       | as              | IN        
countries       | NNS        | amod       | colonising      | VBG       
dealt           | VBD        | obl        | environments    | NNS       
environments    | NNS        | case       | with            | IN        
environments    | NNS        | amod       | new             | JJ        
environments    | NNS        | appos      | research        | NN        
research        | NN         | amod       | concerted       | JJ        
research        | NN         | amod       | scientific      | JJ        
dealt           | VBD        | obl        | psycho          | NN        
psycho          | NN         | case       | into            | IN        
functions       | NNS        | amod       | social          | JJ        
social          | JJ         | conj       | physiological   | JJ        
social          | JJ         | conj       | other           | JJ        
other           | JJ         | cc         | and             | CC        
functions       | NNS        | nmod       | clothing        | NN        
clothing        | NN         | case       | of              | IN        
clothing        | NN         | advmod     | e.g.            | FW        

Head            | Head POS   | Relation   | Dependent       | Dependent POS
---------------------------------------------------------------------------
occurred        | VBD        | nsubj      | protective      | JJ        
protective      | JJ         | appos      | cartage         | NN        
occurred        | VBD        | obl        | half            | NN        
half            | NN         | case       | in              | IN        
half            | NN         | det        | the             | DT        
half            | NN         | amod       | first           | JJ        
half            | NN         | nmod       | century         | NN        
century         | NN         | case       | of              | IN        
century         | NN         | det        | the             | DT        
century         | NN         | amod       | 20th            | JJ        
occurred        | VBD        | obl        | publications    | NNS       
publications    | NNS        | case       | with            | IN        
publications    | NNS        | nmod       | Psychology      | NN        
Psychology      | NN         | case       | such            | JJ        
such            | JJ         | fixed      | as              | IN        
Psychology      | NN         | nmod:poss  | Flügel          | NNP       
Flügel          | NNP        | compound   | J.              | NNP       
Flügel          | NNP        | compound   | C.              | NNP       
Flügel          | NNP        | case       | 's              | POS       
Psychology      | NN         | nmod       | Clothes         | NNPS      
Clothes         | NNPS       | case       | of              | IN        
Clothes         | NNPS       | nmod       | 1930            | CD        
1930            | CD         | case       | in              | IN        
Clothes         | NNPS       | conj       | Physiology      | NN        
Physiology      | NN         | cc         | and             | CC        
Physiology      | NN         | nmod:poss  | Newburgh        | NNP       
Newburgh        | NNP        | case       | 's              | POS       
Physiology      | NN         | amod       | seminal         | JJ        
Physiology      | NN         | nmod       | Regulation      | NNP       
Regulation      | NNP        | case       | of              | IN        
Regulation      | NNP        | compound   | Heat            | NNP       
Psychology      | NN         | conj       | Science         | NN        
Science         | NN         | cc         | and             | CC        
Science         | NN         | det        | The             | DT        
Science         | NN         | nmod       | Clothing        | NNP       
Clothing        | NNP        | case       | of              | IN        
occurred        | VBD        | obl        | 1949            | CD        
1949            | CD         | case       | in              | IN        

Head            | Head POS   | Relation   | Dependent       | Dependent POS
---------------------------------------------------------------------------
advanced        | VBN        | obl        | 1968            | CD        
1968            | CD         | case       | By              | IN        
advanced        | VBN        | nsubj      | field           | NN        
field           | NN         | det        | the             | DT        
field           | NN         | nmod       | physiology      | NN        
physiology      | NN         | case       | of              | IN        
physiology      | NN         | amod       | environmental   | JJ        
advanced        | VBN        | aux        | had             | VBD       
advanced        | VBN        | conj       | expanded        | VBN       
expanded        | VBN        | cc         | and             | CC        
advanced        | VBN        | advmod     | significantly   | RB        
advanced        | VBN        | conj       | changed         | VBN       
changed         | VBN        | cc         | but             | CC        
changed         | VBN        | nsubj      | science         | NN        
science         | NN         | det        | the             | DT        
science         | NN         | nmod       | clothing        | NN        
clothing        | NN         | case       | of              | IN        
clothing        | NN         | nmod       | relation        | NN        
relation        | NN         | case       | in              | IN        
relation        | NN         | nmod       | physiology      | NN        
physiology      | NN         | case       | to              | IN        
physiology      | NN         | amod       | environmental   | JJ        
changed         | VBN        | aux        | had             | VBD       
changed         | VBN        | xcomp      | little          | JJ        

Head            | Head POS   | Relation   | Dependent       | Dependent POS
---------------------------------------------------------------------------
remain          | VBP        | advcl      | occurred        | VBN       
occurred        | VBN        | mark       | While           | IN        
occurred        | VBN        | nsubj      | research        | NN        
research        | NN         | amod       | considerable    | JJ        
occurred        | VBN        | aux        | has             | VBZ       
occurred        | VBN        | advmod     | since           | RB        
occurred        | VBN        | conj       | grown           | VBN       
grown           | VBN        | cc         | and             | CC        
grown           | VBN        | nsubj      | base            | NN        
base            | NN         | det        | the             | DT        
base            | NN         | compound   | knowledge       | NN        
base            | NN         | punct      | -               | HYPH      
grown           | VBN        | aux        | has             | VBZ       
grown           | VBN        | advmod     | significantly   | RB        
remain          | VBP        | nsubj      | concepts        | NNS       
concepts        | NNS        | det        | the             | DT        
concepts        | NNS        | amod       | main            | JJ        
remain          | VBP        | xcomp      | unchanged       | JJ        
remain          | VBP        | conj       | cited           | VBN       
cited           | VBN        | cc         | and             | CC        
cited           | VBN        | advmod     | indeed          | RB        
cited           | VBN        | nsubj:pass | book            | NN        
book            | NN         | nmod:poss  | Newburgh        | NNP       
Newburgh        | NNP        | case       | 's              | POS       
cited           | VBN        | aux:pass   | is              | VBZ       
cited           | VBN        | advmod     | still           | RB        
cited           | VBN        | obl        | authors         | NNS       
authors         | NNS        | case       | by              | IN        
authors         | NNS        | amod       | contemporary    | JJ        
cited           | VBN        | obl        | those           | DT        
those           | DT         | case       | including       | VBG       
those           | DT         | acl        | attempting      | VBG       
attempting      | VBG        | xcomp      | develop         | VB        
develop         | VB         | mark       | to              | TO        
develop         | VB         | obj        | models          | NNS       
models          | NNS        | amod       | thermoregulatory | JJ        
models          | NNS        | nmod       | development     | NN        
development     | NN         | case       | of              | IN        
development     | NN         | compound   | clothing        | NN        

Head            | Head POS   | Relation   | Dependent       | Dependent POS
---------------------------------------------------------------------------
seen            | VBN        | obl        | societies       | NNS       
societies       | NNS        | case       | In              | IN        
societies       | NNS        | amod       | Western         | JJ        
seen            | VBN        | nsubj:pass | skirts          | NNS       
skirts          | NNS        | conj       | dresses         | NNS       
skirts          | NNS        | conj       | shoes           | NNS       
shoes           | NNS        | cc         | and             | CC        
shoes           | NNS        | amod       | heeled          | VBN       
heeled          | VBN        | advmod     | high            | RB        
heeled          | VBN        | punct      | -               | HYPH      
seen            | VBN        | aux:pass   | are             | VBP       
seen            | VBN        | advmod     | usually         | RB        
seen            | VBN        | obl        | clothing        | NN        
clothing        | NN         | case       | as              | IN        
clothing        | NN         | nmod:poss  | women           | NNS       
women           | NNS        | case       | 's              | POS       
seen            | VBN        | advcl      | seen            | VBN       
seen            | VBN        | mark       | while           | IN        
seen            | VBN        | nsubj:pass | neckties        | NNS       
seen            | VBN        | aux:pass   | are             | VBP       
seen            | VBN        | advmod     | usually         | RB        
seen            | VBN        | obl        | clothing        | NN        
clothing        | NN         | case       | as              | IN        
clothing        | NN         | nmod:poss  | men             | NNS       
men             | NNS        | case       | 's              | POS       

Head            | Head POS   | Relation   | Dependent       | Dependent POS
---------------------------------------------------------------------------
seen            | VBN        | nsubj:pass | Trousers        | NNS       
seen            | VBN        | aux:pass   | were            | VBD       
seen            | VBN        | advmod     | once            | RB        
seen            | VBN        | obl        | clothing        | NN        
clothing        | NN         | case       | as              | IN        
clothing        | NN         | amod       | male            | JJ        
male            | JJ         | advmod     | exclusively     | RB        
seen            | VBN        | conj       | worn            | VBN       
worn            | VBN        | cc         | but             | CC        
worn            | VBN        | aux:pass   | are             | VBP       
worn            | VBN        | advmod     | nowadays        | RB        
worn            | VBN        | obl        | genders         | NN        
genders         | NN         | case       | by              | IN        
genders         | NN         | det        | both            | DT        

Head            | Head POS   | Relation   | Dependent       | Dependent POS
---------------------------------------------------------------------------
practical       | JJ         | nsubj      | clothes         | NNS       
clothes         | NNS        | amod       | Male            | JJ        
practical       | JJ         | cop        | are             | VBP       
practical       | JJ         | advmod     | more            | RBR       
more            | RBR        | advmod     | often           | RB        
practical       | JJ         | parataxis  | is              | VBZ       
is              | VBZ        | nsubj      | that            | DT        
is              | VBZ        | ccomp      | function        | VB        
function        | VB         | nsubj      | they            | PRP       
function        | VB         | aux        | can             | MD        
function        | VB         | advmod     | well            | RB        
function        | VB         | obl        | variety         | NN        
variety         | NN         | case       | under           | IN        
variety         | NN         | det        | a               | DT        
variety         | NN         | amod       | wide            | JJ        
variety         | NN         | nmod       | situations      | NNS       
situations      | NNS        | case       | of              | IN        
practical       | JJ         | conj       | available       | JJ        
available       | JJ         | cc         | but             | CC        
available       | JJ         | nsubj      | range           | NN        
range           | NN         | det        | a               | DT        
range           | NN         | amod       | wider           | JJR       
range           | NN         | nmod       | styles          | NNS       
styles          | NNS        | case       | of              | IN        
styles          | NNS        | compound   | clothing        | NN        
available       | JJ         | cop        | are             | VBP       
available       | JJ         | obl        | females         | NNS       
females         | NNS        | case       | for             | IN        

Head            | Head POS   | Relation   | Dependent       | Dependent POS
---------------------------------------------------------------------------
allowed         | VBN        | nsubj:pass | Males           | NNPS      
allowed         | VBN        | aux:pass   | are             | VBP       
allowed         | VBN        | advmod     | typically       | RB        
allowed         | VBN        | xcomp      | bare            | VB        
bare            | VB         | mark       | to              | TO        
bare            | VB         | obj        | chests          | NNS       
chests          | NNS        | nmod:poss  | their           | PRP$      
bare            | VB         | obl        | variety         | NN        
variety         | NN         | case       | in              | IN        
variety         | NN         | det        | a               | DT        
variety         | NN         | amod       | greater         | JJR       
variety         | NN         | nmod       | places          | NNS       
places          | NNS        | case       | of              | IN        
places          | NNS        | amod       | public          | JJ        

Head            | Head POS   | Relation   | Dependent       | Dependent POS
---------------------------------------------------------------------------
acceptable      | JJ         | nsubj      | It              | PRP       
acceptable      | JJ         | cop        | is              | VBZ       
acceptable      | JJ         | advmod     | generally       | RB        
acceptable      | JJ         | obl        | woman           | NN        
woman           | NN         | case       | for             | IN        
woman           | NN         | det        | a               | DT        
acceptable      | JJ         | xcomp      | wear            | VB        
wear            | VB         | mark       | to              | TO        
wear            | VB         | obj        | clothing        | NN        
clothing        | NN         | amod       | male            | JJ        
male            | JJ         | advmod     | traditionally   | RB        
acceptable      | JJ         | advcl      | unusual         | JJ        
unusual         | JJ         | mark       | while           | IN        
unusual         | JJ         | nsubj      | converse        | NN        
converse        | NN         | det        | the             | DT        
unusual         | JJ         | cop        | is              | VBZ       

Head            | Head POS   | Relation   | Dependent       | Dependent POS
---------------------------------------------------------------------------
used            | VBN        | obl        | societies       | NNS       
societies       | NNS        | case       | In              | IN        
